Distance,TimeMs,Speed,Throttle,Brake,Steer,nGear
516.63671875,12413,119,53.33333611488342,0.0,0.05627164989709854,0
517.73046875,12445,120,53.33333611488342,0.0,0.025611571967601776,0
518.828125,12478,121,53.33333611488342,0.0,-0.0,0
519.9296875,12511,121,53.72549295425415,0.0,-0.0,0
521.03515625,12543,122,53.72549295425415,0.0,-0.0,0
522.140625,12576,123,53.72549295425415,0.0,-0.0,0
523.24609375,12608,123,53.72549295425415,0.0,-0.0,0
524.3671875,12641,124,53.72549295425415,0.0,-0.0,0
525.48828125,12673,125,54.11764979362488,0.0,-0.0,0
526.62109375,12706,126,54.509806632995605,0.0,-0.0,0
527.76171875,12738,126,54.509806632995605,0.0,-0.0,0
528.90625,12771,127,55.29412031173706,0.0,-0.0,0
530.0546875,12803,128,55.29412031173706,0.0,-0.0,0
531.2109375,12836,128,55.29412031173706,0.0,-0.0,0
532.37109375,12868,129,55.68627715110779,0.0,-0.0,0
533.5390625,12900,130,55.68627715110779,0.0,-0.0,0
534.7109375,12933,130,56.078433990478516,0.0,0.020613932982087135,0
535.89453125,12965,131,56.47059082984924,0.0,0.03643716871738434,0
537.08984375,12998,132,56.47059082984924,0.0,0.05141102150082588,0
538.2890625,13030,132,56.86274766921997,0.0,0.06727062165737152,0
539.50390625,13063,133,56.86274766921997,0.0,0.07976195216178894,0
540.71875,13096,134,56.86274766921997,0.0,0.04847584292292595,0
541.9375,13129,135,56.86274766921997,0.0,0.01970922015607357,0
543.16015625,13161,135,57.2549045085907,0.0,0.0003215866454411298,0
544.37890625,13194,136,56.86274766921997,0.0,-0.0,0
545.59765625,13226,137,57.2549045085907,0.0,-0.0,0
546.82421875,13258,137,56.86274766921997,0.0,-0.0,0
548.046875,13291,138,56.86274766921997,0.0,-0.0,0
549.27734375,13323,139,56.47059082984924,0.0,-0.0,0
550.51171875,13355,139,56.86274766921997,0.0,-0.0,0
551.74609375,13387,140,56.86274766921997,0.0,-0.0,0
552.9921875,13418,140,56.86274766921997,0.0,-0.0,0
554.2421875,13450,141,56.86274766921997,0.0,-0.0,0
555.49609375,13482,142,57.2549045085907,0.0,-0.0,0
556.75390625,13514,142,56.86274766921997,0.0,-0.0,0
558.01171875,13546,143,57.2549045085907,0.0,-0.0,0
559.2734375,13578,143,56.86274766921997,0.0,-0.0,0
560.546875,13609,144,57.2549045085907,0.0,-0.0,0
561.828125,13641,145,57.2549045085907,0.0,-0.0,0
563.10546875,13673,145,57.647061347961426,0.0,-0.0,0
564.390625,13705,146,57.2549045085907,0.0,-0.0,0
565.671875,13736,146,57.647061347961426,0.0,-0.0,0
566.95703125,13768,147,57.647061347961426,0.0,-0.0,0
568.25,13799,148,58.03921818733215,0.0,0.005832357332110405,0
569.54296875,13831,148,58.03921818733215,0.0,0.013985417783260345,0
570.8359375,13862,149,57.647061347961426,0.0,0.024896426126360893,0
572.15234375,13893,149,57.647061347961426,0.0,0.02628665789961815,0
573.484375,13925,150,57.647061347961426,0.0,0.0013906504027545452,0
574.828125,13957,150,57.647061347961426,0.0,-0.0,0
576.19921875,13989,151,58.03921818733215,0.0,-0.0,0
577.60546875,14022,151,58.03921818733215,0.0,-0.0,0
579.05078125,14055,152,58.03921818733215,0.0,-0.0,0
580.5,14089,153,58.03921818733215,0.0,-0.0,0
581.9609375,14123,154,58.43137502670288,0.0,-0.0,0
583.421875,14157,154,58.43137502670288,0.0,-0.0,0
584.8828125,14191,155,58.43137502670288,0.0,-0.0,0
586.33984375,14225,156,58.82353186607361,0.0,-0.0,0
587.76953125,14258,156,58.82353186607361,0.0,-0.0,0
589.18359375,14291,157,58.82353186607361,0.0,-0.0,0
590.59375,14324,158,58.82353186607361,0.0,-0.0,0
592.00390625,14356,158,58.82353186607361,0.0,-0.0,0
593.4140625,14388,159,59.215688705444336,0.0,0.0020695149432867765,0
594.828125,14420,159,59.215688705444336,0.0,0.014527975581586361,0
596.25,14451,160,59.60784554481506,0.0,0.030152777209877968,0
597.671875,14483,161,59.60784554481506,0.0,0.043666671961545944,0
599.1015625,14515,161,59.60784554481506,0.0,0.018147245049476624,0
600.5390625,14547,162,59.60784554481506,0.0,0.0007116453489288688,0
602.0,14579,162,59.60784554481506,0.0,-0.0,0
